H,COL,5,10.5u19,9.5u25,+1.5(-140)
V,SDG,2,8.5u19,8u19,+1.5(-139)
H,ARI,6,-210,-170,-1.5(+119)
V,WAS,0,-115,-109,-1.5(+145)
H,LAD,4,7o20,7.5u15,+1.5(-166)
V,TOR,1,9o20,8.5o15,+1.5(-140)
H,NYY,9,-155,-161,-1.5(+120)
V,KAN,4,8.5,8.5u13,+1.5(-210)
H,DET,12,-111,-109,-1.5(+176)
V,CLE,4,-170,-205,-1.5(-140)
H,BAL,0,9o19,9.5,+1.5(+120)
V,MIN,1,8u19,7.5o15,+1.5(-205)
H,TAM,10,-109,-121,-1.5(+172)
V,HOU,10,-255,-219,-1.5(-139)
H,CWS,1,8.5u15,9o16,+1.5(+119)
V,SEA,9,-140,-176,-1.5(-119)
H,TEX,7,9o19,8.5o16,+1.5(-101)
V,BOS,0,-150,-175,-1.5(-117)
H,OAK,3,7u20,7.5u25,+1.5(-103)
V,SFO,3,8.5u15,9.5u20,+1.5(-101)
H,LAA,4,-199,-232,-1.5(-119)
V,PIT,2,8o19,8.5u15,+1.5(-150)
H,PHI,3,-125,-166,-1.5(+130)
V,MIA,2,9,9u15,+1.5(-119)
H,MIL,4,-210,-190,-1.5(-101)
V,CIN,2,8.5u19,7.5u15,+1.5(-160)
H,STL,9,-155,-150,-1.5(+140)
V,CUB,9,-115,-114,-1.5(+134)
H,COL,7,10.5o20,10.5o15,+1.5(-154)
V,SDG,2,8u19,7,+1.5(-185)
H,ARI,4,-200,-149,-1.5(+159)
V,WAS,3,8,8o15,+1.5(-108)
H,LAD,4,-175,-210,-1.5(-112)
V,TOR,1,8.5,8.5u19,+1.5(+110)
H,NYY,5,-240,-256,-1.5(-130)
V,CLE,7,-230,-270,-1.5(-156)
H,BAL,3,7.5u20,7.5o20,+1.5(+136)
V,KAN,8,8.5o19,9o15,+1.5(-121)
H,DET,5,-160,-183,-1.5(+101)
V,MIN,6,8.5,9u24,+1.5(-190)
H,TAM,8,-130,-119,-1.5(+163)
V,HOU,7,-200,-190,-1.5(-125)
H,CWS,1,8.5u19,8,+1.5(+105)
V,SEA,4,-130,-115,-1.5(+127)
H,TEX,7,10.5,10u15,+1.5(-147)
V,BOS,1,-160,-129,-1.5(+115)
H,OAK,4,8.5,8.5u12,+1.5(-135)
V,SFO,4,-115,9u15,+1.5(-215)
H,LAA,2,8.5o14,-113,-1.5(+180)
V,ATL,4,-135,-118,-1.5(+135)
H,CIN,10,9,8.5o13,+1.5(-155)
V,SDG,13,11u15,12u19,+1.5(+101)
H,COL,5,-185,-199,-1.5(-121)
V,MIA,1,8o15,8u19,+1.5(-103)
H,LAD,2,-205,-245,-1.5(-117)
V,WAS,2,-120,-111,-1.5(+144)
H,SFO,4,7.5,8,+1.5(-165)
V,MIN,1,9,8.5o20,+1.5(-110)
H,NYY,14,-185,-200,-1.5(-110)
V,CLE,2,-230,-185,-1.5(-123)
H,BAL,1,8o20,8u12,+1.5(+103)
V,OAK,9,-120,-119,-1.5(+125)
H,TEX,4,10,10o19,+1.5(-145)
V,LAA,2,8.5u20,8.5o22,+1.5(-110)
H,HOU,0,-185,-203,-1.5(-110)
V,SEA,4,-165,-150,-1.5(+103)
H,CWS,10,9o20,9.5,+1.5(-123)
V,ATL,7,-140,-109,-1.5(+148)
H,CIN,9,8.5o19,8.5u15,+1.5(-170)
V,ARI,8,8,7.5u25,+1.5(-225)
H,PHI,4,-108,-107,-1.5(+188)
V,NYM,6,8o19,8u12,+1.5(-130)
H,STL,5,-160,-195,-1.5(+110)
V,SDG,0,11.5,10u20,+1.5(-130)
H,COL,8,-155,-155,-1.5(+110)
V,MIA,3,8u19,7.5,+1.5(+110)
H,LAD,2,-260,-260,-1.5(-130)
V,WAS,3,-130,-109,-1.5(+144)
H,SFO,4,8u20,8,+1.5(-165)
V,SEA,1,-145,-124,-1.5(+120)
H,CWS,0,9.5o15,9.5u19,+1.5(-140)
V,MIN,3,8.5,8.5,+1.5(-145)
H,NYY,8,-145,-154,-1.5(+125)
V,BOS,3,-125,8.5,+1.5(-200)
H,TOR,4,8.5,-115,-1.5(+170)
V,OAK,3,-115,10,+1.5(-180)
H,TEX,2,9.5,-114,-1.5(+155)
V,LAA,8,8.5u19,8u22,+1.5(-165)
H,HOU,7,-150,-140,-1.5(+144)
V,CUB,10,9u20,9u15,+1.5(-170)
H,CLE,3,-119,-137,-1.5(+148)
V,MIL,5,-140,-131,-1.5(+120)
H,KAN,2,8.5o15,9.5u18,+1.5(-140)
V,SDG,2,10,9.5,+1.5(-135)
H,COL,5,-147,-170,-1.5(+115)
V,WAS,15,-152,-165,-1.5(-105)
H,SFO,2,7u20,7u19,+1.5(-115)
V,ATL,5,-114,-107,-1.5(+145)
H,CIN,4,9o15,9.5,+1.5(-166)
V,ARI,3,7o15,-105,+1.5(-220)
H,PHI,5,-116,7o20,-1.5(+184)
V,MIA,8,7,7o25,+1.5(+146)
H,LAD,6,-379,-390,-1.5(-168)
V,NYM,1,8.5u20,8.5u20,+1.5(-180)
H,STL,9,-146,-138,-1.5(+155)
V,SEA,4,-153,-138,-1.5(+112)
H,CWS,3,9.5,9.5u15,+1.5(-132)
V,LAA,2,8,8.5,+1.5(-108)
H,HOU,5,-214,-216,-1.5(-112)
V,MIN,4,9o20,9o15,+1.5(-125)
H,NYY,7,-169,-175,-1.5(+105)
V,TAM,8,7.5o15,9u14,+1.5(-210)
H,BAL,4,-127,-113,-1.5(+176)
V,BOS,4,-116,-148,-1.5(+101)
H,TOR,3,8.5o20,9o14,+1.5(-121)
V,OAK,2,10.5u15,9.5u15,+1.5(-210)
H,TEX,4,-108,-107,-1.5(+176)
V,DET,3,7.5u15,8u16,+1.5(-155)
H,PIT,8,-199,-160,-1.5(+135)
V,CUB,1,8,7.5u19,+1.5(-180)
H,CLE,4,-133,-138,-1.5(+155)
V,MIL,6,-138,-105,-1.5(+148)
H,KAN,2,9,8.5o12,+1.5(-170)
V,DET,13,7.5u15,7.5,+1.5(-115)
H,PIT,10,-215,-207,-1.5(-105)
V,ATL,7,-113,-134,-1.5(+124)
H,CIN,4,9u15,9o19,+1.5(-144)
V,ARI,8,8.5o15,9o19,+1.5(-190)
H,PHI,2,-109,-128,-1.5(+163)
V,NYM,3,7u10,-105,-1.5(+151)
H,STL,4,-120,7.5u26,+1.5(-175)
V,MIL,0,8o15,8.5o15,+1.5(-145)
H,CUB,1,-144,-165,-1.5(+125)
V,MIN,3,9.5u14,10o11,+1.5(-101)
H,NYY,4,-185,-215,-1.5(-119)
V,SEA,5,7.5u18,7.5o17,+1.5(-215)
H,CLE,4,-127,-111,-1.5(+180)
V,TAM,9,7.5o18,7.5o17,+1.5(-179)
H,BAL,5,-138,-138,-1.5(+154)
V,BOS,5,-175,-222,-1.5(-145)
H,TOR,4,8u19,8u21,+1.5(+125)
V,CWS,6,8.5u14,9o20,+1.5(-130)
H,KAN,3,-140,-173,-1.5(+110)
V,DET,0,8u18,7.5,+1.5(-160)
H,PIT,1,-135,-158,-1.5(+140)
V,MIL,2,7.5,7.5u25,+1.5(-143)
H,CUB,3,-175,-165,-1.5(+123)
V,ARI,5,7,7u15,+1.5(-185)
H,WAS,4,-145,-144,-1.5(+160)
V,ATL,3,7.5,8u15,+1.5(-145)
H,PHI,7,-170,-166,-1.5(+125)
V,STL,5,-135,-124,-1.5(+132)
H,PIT,6,8.5u19,8.5o20,+1.5(-152)
V,COL,1,-150,-127,-1.5(+127)
H,MIA,0,8o19,8u11,+1.5(-147)
V,NYM,5,-160,-167,-1.5(-112)
H,SDG,1,7o20,7u23,+1.5(-108)
V,LAD,4,-150,-121,-1.5(+140)
H,SFO,6,8o15,8u20,+1.5(-160)
V,DET,0,-104,9.5o18,+1.5(-173)
H,BAL,6,9.5,-126,-1.5(+149)
V,TEX,6,9u20,9u20,+1.5(-148)
H,TOR,4,-160,-147,-1.5(+130)
V,SEA,5,7.5u20,8u12,+1.5(+104)
H,CLE,6,-250,-260,-1.5(-124)
V,TAM,4,9u20,8.5u11,+1.5(-150)
H,BOS,3,-170,-155,-1.5(+130)
V,OAK,8,8.5u20,8.5o19,+1.5(-130)
H,HOU,1,-170,-181,-1.5(+110)
V,CWS,7,8.5u19,9o18,+1.5(-200)
H,KAN,4,-120,-109,-1.5(+170)
V,NYY,4,-160,-138,-1.5(+118)
H,LAA,3,8.5u20,8u15,+1.5(-138)
V,CIN,15,9u15,9.5u16,+1.5(-205)
H,MIN,9,-115,-111,-1.5(+172)
V,MIL,0,7,7,+1.5(-155)
H,CUB,3,-155,-168,-1.5(+135)
V,ARI,4,-125,-131,-1.5(+120)
H,WAS,3,8,8u19,+1.5(-140)
V,ATL,4,8.5,8.5u11,+1.5(-200)
H,PHI,1,-140,-119,-1.5(+170)
V,STL,2,-115,-128,-1.5(+134)
H,PIT,6,8o19,8.5u19,+1.5(-154)
V,COL,1,-150,-115,-1.5(+140)
H,MIA,4,8.5,8u15,+1.5(-160)
V,NYM,2,8u15,7o21,+1.5(-185)
H,SDG,12,-125,-143,-1.5(+160)
V,LAD,3,-125,-110,-1.5(+148)
H,SFO,8,7,6.5o25,+1.5(-170)
V,TAM,12,8.5o15,9o20,+1.5(-110)
H,BOS,6,-215,-215,-1.5(-110)
V,TEX,7,9o29,9u23,+1.5(-146)
H,TOR,4,-165,-153,-1.5(+128)
V,SEA,12,8o19,7.5o15,+1.5(+100)
H,CLE,4,-240,-230,-1.5(-120)
V,DET,9,9,9u28,+1.5(-165)
H,BAL,5,-111,-140,-1.5(+144)
V,OAK,0,8.5o19,9o16,+1.5(-110)
H,HOU,11,-185,-223,-1.5(-110)
V,CWS,2,10o15,10,+1.5(-155)
H,KAN,5,-140,-148,-1.5(+135)
V,NYY,11,8.5u19,-108,-1.5(+148)
H,LAA,1,-107,7.5o18,+1.5(-170)
V,CIN,1,9o21,10.5u15,+1.5(-145)
H,MIN,3,-135,-148,-1.5(+125)
V,CWS,8,9.5o20,9.5o14,+1.5(-180)
H,KAN,0,-119,-132,-1.5(+155)
V,LAD,15,-107,-165,-1.5(-106)
H,SFO,6,7.5o19,8u19,+1.5(-114)
V,COL,0,-104,-111,-1.5(+140)
H,MIA,3,7.5,7.5u15,+1.5(-160)
V,ARI,1,8o19,7o18,+1.5(-225)
H,WAS,3,-131,-118,-1.5(+188)
V,STL,0,-144,-121,-1.5(+138)
H,PIT,5,8.5u15,8u15,+1.5(-158)
V,ATL,10,8.5o15,8.5u11,+1.5(-210)
H,PHI,1,-135,-111,-1.5(+176)
V,MIL,0,8.5u15,8.5o20,+1.5(-165)
H,CUB,2,-165,-152,-1.5(+144)
V,LAD,2,-135,-142,-1.5(+110)
H,SFO,4,8u20,8u19,+1.5(-130)
V,NYM,14,-140,-140,-1.5(+110)
H,SDG,2,8.5o15,8.5o18,+1.5(-130)
V,TAM,3,9,8.5o14,+1.5(-110)
H,BOS,4,-210,-215,-1.5(-110)
V,DET,3,9o15,8.5u22,+1.5(-150)
H,BAL,5,-135,-160,-1.5(+130)
V,TEX,2,9o19,9,+1.5(+112)
H,TOR,7,-215,-245,-1.5(-132)
V,SEA,10,9o19,8.5o14,+1.5(-205)
H,CLE,4,-130,-109,-1.5(+172)
V,OAK,4,8,8,+1.5(-115)
H,HOU,8,-230,-205,-1.5(-105)
V,CWS,4,9.5,9.5u17,+1.5(-200)
H,KAN,5,-130,-115,-1.5(+170)
V,NYY,2,8.5o20,9o15,+1.5(-200)
H,LAA,1,-120,-124,-1.5(+170)
V,CIN,8,9u20,9o13,+1.5(-116)
H,MIN,2,-190,-190,-1.5(-104)
